"V1"	"V2"	"V3"	"V4"	"V5"	"V6"
"Male victims"	"Different household-dwelling unit"	"Cousin"	"18 - 20"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Cousin"	"25 - 34"	"Suspect males"	"Attempted manslaughter, murder or killing 21:1-3,34a:1"
"Male victims"	"Different household-dwelling unit"	"Cousin"	"25 - 34"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Cousin"	"25 - 34"	"Suspect females"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Cousin"	"35 - 44"	"Suspect males"	"Assault 21:5"
"Male victims"	"Different household-dwelling unit"	"Cousin"	"35 - 44"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Cousin"	"45 - 54"	"Suspect males"	"Menace 25:7§"
"Male victims"	"Different household-dwelling unit"	"Cousin"	"45 - 54"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect males"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"0 - 4"	"Suspect females"	"Menace 25:7§"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
"Female victims"	"Same household-dwelling unit"	"Suspect is the parent of the victim"	"5 - 9"	"Suspect males"	"Assault 21:5"
